deviation_id,timestamp,test_id,severity,ui_area,workflow,ui_object,step,expected,actual,exception_type,exception_message,screenshot_path,log_path,database_path,evidence_path,coverage_status,recommended_followup,owner,status
UI-PQ-DEV-0011,2026-06-14T19:42:25.147066+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:backup_database,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0012,2026-06-14T19:42:25.147069+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:quality_repair,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0013,2026-06-14T19:42:25.147071+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:restore_from_backup,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0014,2026-06-14T19:42:25.147073+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:track_import_repair_queue,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0015,2026-06-14T19:42:25.147076+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",button:actionribbonbuttoncreatesnapshot,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0016,2026-06-14T19:42:25.147078+00:00,UI-PQ-MISC-001,medium,recovery,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",menu:mainwindow_qmenu_29,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0017,2026-06-14T19:42:25.147081+00:00,UI-PQ-MISC-001,medium,reports,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:report_a_bug,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0018,2026-06-14T19:42:25.147083+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:global_search_and_relationships,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0019,2026-06-14T19:42:25.147086+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:global_search_and_relationships:218,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0020,2026-06-14T19:42:25.147088+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:reset_search_filter,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0021,2026-06-14T19:42:25.147091+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",button:qt_dockwidget_closebutton:354,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0022,2026-06-14T19:42:25.147094+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",button:qt_dockwidget_floatbutton:353,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0023,2026-06-14T19:42:25.147096+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",button:search_button,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0024,2026-06-14T19:42:25.147099+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",dock:globalsearchdock,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0025,2026-06-14T19:42:25.147101+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",field:search_column_combo,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0026,2026-06-14T19:42:25.147103+00:00,UI-PQ-MISC-001,medium,search,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",field:search_field,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0027,2026-06-14T19:42:25.147190+00:00,UI-PQ-MISC-001,medium,update_release,"Assets, deliverables, code registry, GS1, search, logs, reports, updates.",action:check_for_updates,Traceability matrix coverage review,Full automated PQ coverage for discovered UI surface.,Coverage is pending; manual/pending follow-up remains.,,,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,pending_manual,feature-specific workflow automation pending,engineering,pending_manual
UI-PQ-DEV-0028,2026-06-14T19:42:29.569844+00:00,UI-PQ-ACC-001,high,ui_pq,accounting workflow,UIQualificationHarness,Execute qualification step,Step completes without unhandled exception.,Exception raised during UI PQ execution.,AssertionError,Enabled button was not found: Issue,,,/private/var/folders/6n/jmt1mclx4db3_18pj0z9n8l40000gn/T/tmpfglcc9ty/qt-settings/AppLocalDataLocation/Database/default.db,artifacts/ui_pq_debug/evidence.json,failed,Stabilize the failing UI workflow and rerun the UI PQ suite.,engineering,open
